club_name,canonical_player_id,player_name,market_value_eur,valuation_date,status,source_artifact_date,source_external_player_id,source_url,identity_review_state
Manchester City,ea8079b5-f1f1-4201-8928-3eec2b98d08b,,42300000,,verified,2026-08-07,37623459,https://www.footballtransfers.com/en/teams/uk/man-city/squad,awaiting_database_identity_guard
Manchester City,c61a7390-0ccb-4567-89b1-0f62adeaca92,,64000000,,verified,2026-08-07,10990678,https://www.footballtransfers.com/en/teams/uk/man-city/squad,awaiting_database_identity_guard
Manchester City,d48fa855-206c-42c7-b9db-71d0569e7cc8,,16000000,,verified,2026-08-07,37639080,https://www.footballtransfers.com/en/teams/uk/man-city/squad,awaiting_database_identity_guard
Manchester City,268685d1-c715-49e0-8ab0-90485a6d3810,,57100000,,verified,2026-08-07,332047,https://www.footballtransfers.com/en/teams/uk/man-city/squad,awaiting_database_identity_guard
Manchester City,a1e3b920-4b73-4588-bd08-ff19e70a74fc,,154300000,,verified,2026-08-07,154421,https://www.footballtransfers.com/en/teams/uk/man-city/squad,awaiting_database_identity_guard
Manchester City,9c2eea1d-4ed0-4a38-a8d3-dd0e5752b452,,42500000,,verified,2026-08-07,129771,https://www.footballtransfers.com/en/teams/uk/man-city/squad,awaiting_database_identity_guard
Manchester City,e3906c9b-0e32-421f-a8cb-f1d7af61ddd2,,2500000,,verified,2026-08-07,30446925,https://www.footballtransfers.com/en/teams/uk/man-city/squad,awaiting_database_identity_guard
Manchester City,8f38cb37-6496-4422-8033-e980138a80dc,,18000000,,verified,2026-08-07,1116,https://www.footballtransfers.com/en/teams/uk/man-city/squad,awaiting_database_identity_guard
Manchester City,9358c4f1-a86e-4580-a538-0d6ac654d327,,29500000,,verified,2026-08-07,28575686,https://www.footballtransfers.com/en/teams/uk/man-city/squad,awaiting_database_identity_guard
Manchester City,3af0a8b8-0595-4101-ad7a-928cbe6997e8,,70300000,,verified,2026-08-07,23697990,https://www.footballtransfers.com/en/teams/uk/man-city/squad,awaiting_database_identity_guard
Manchester City,9117295d-f534-4c07-b7a7-39455f3e3b4b,,13300000,,verified,2026-08-07,37740614,https://www.footballtransfers.com/en/teams/uk/man-city/squad,awaiting_database_identity_guard
Manchester City,9ee81e2b-7218-48b0-93e5-38908b4b7b9d,,1700000,,verified,2026-08-07,24838234,https://www.footballtransfers.com/en/teams/uk/man-city/squad,awaiting_database_identity_guard
Manchester City,45e41ef3-9385-402a-b2ff-b1edbfa9658c,,68200000,,verified,2026-08-07,24838191,https://www.footballtransfers.com/en/teams/uk/man-city/squad,awaiting_database_identity_guard
Manchester City,0d2cb088-046b-4a1e-87e3-a63e458c2ce3,,11400000,,verified,2026-08-07,37717875,https://www.footballtransfers.com/en/teams/uk/man-city/squad,awaiting_database_identity_guard
Manchester City,44525bd4-b1da-4d80-b1db-6c31c6657910,,8000000,,verified,2026-08-07,3354,https://www.footballtransfers.com/en/teams/uk/man-city/squad,awaiting_database_identity_guard
Manchester City,6ba8d898-6e3f-45f2-b0fa-f5095f312c52,,63100000,,verified,2026-08-07,4536500,https://www.footballtransfers.com/en/teams/uk/man-city/squad,awaiting_database_identity_guard
Manchester City,44191b0d-fe81-4cbe-8fc4-c860960e07c8,,700000,,verified,2026-08-07,3268,https://www.footballtransfers.com/en/teams/uk/man-city/squad,awaiting_database_identity_guard
Manchester City,10b2033e-3d24-4c8b-bd33-a8aea439759e,,10800000,,verified,2026-08-07,73147,https://www.footballtransfers.com/en/teams/uk/man-city/squad,awaiting_database_identity_guard
Manchester City,b2d49a4b-49de-4f4b-b74c-dca64f6d84a4,,47200000,,verified,2026-08-07,21781428,https://www.footballtransfers.com/en/teams/uk/man-city/squad,awaiting_database_identity_guard
Manchester City,de5a40e5-8062-4a41-a595-a00ba65233c9,,1700000,,verified,2026-08-07,37548599,https://www.footballtransfers.com/en/teams/uk/man-city/squad,awaiting_database_identity_guard
Manchester City,e5c8f3bf-6d1e-441c-9ff3-c6618d21329b,,48100000,,verified,2026-08-07,23269737,https://www.footballtransfers.com/en/teams/uk/man-city/squad,awaiting_database_identity_guard
Manchester City,2e3a4b7c-0e5c-47cc-a097-501053c5de0f,,51700000,,verified,2026-08-07,37562487,https://www.footballtransfers.com/en/teams/uk/man-city/squad,awaiting_database_identity_guard
Manchester City,9924b908-0b3f-477f-b0ad-790b5e7c9b97,,55000000,,verified,2026-08-07,294000,https://www.footballtransfers.com/en/teams/uk/man-city/squad,awaiting_database_identity_guard
Manchester City,57974f08-0635-4f3d-9e9a-6d3d59f821c5,,69500000,,verified,2026-08-07,336133,https://www.footballtransfers.com/en/teams/uk/man-city/squad,awaiting_database_identity_guard
Manchester City,4ed708b9-4b9c-444f-bfc1-f5af7afa59cb,,43100000,,verified,2026-08-07,13590962,https://www.footballtransfers.com/en/teams/uk/man-city/squad,awaiting_database_identity_guard
Manchester City,87539e31-c753-44e5-a4c3-4941d0a2dbc3,,63600000,,verified,2026-08-07,21072805,https://www.footballtransfers.com/en/teams/uk/man-city/squad,awaiting_database_identity_guard
Manchester City,018a4561-1c5b-4136-962a-1db113ba37e0,,41200000,,verified,2026-08-07,37459073,https://www.footballtransfers.com/en/teams/uk/man-city/squad,awaiting_database_identity_guard
Manchester City,9fedae9a-d671-470e-90f1-79301811ff6f,,65800000,,verified,2026-08-07,186910,https://www.footballtransfers.com/en/teams/uk/man-city/squad,awaiting_database_identity_guard
Manchester City,1929ff54-aa80-4fdc-9ab7-62e8ffe67bec,,46700000,,verified,2026-08-07,162536,https://www.footballtransfers.com/en/teams/uk/man-city/squad,awaiting_database_identity_guard
